timestamp,timestep,abdomen_x,abdomen_y,abdomen_z,right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,exo_D6Joint0:0,exo_D6Joint0:1,exo_D6Joint0:2,neck_x,neck_y,neck_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_knee,left_knee,exo_right_hip:0,exo_right_hip:1,exo_right_hip:2,exo_left_hip:0,exo_left_hip:1,exo_left_hip:2,right_elbow,left_elbow,right_ankle_x,right_ankle_y,right_ankle_z,left_ankle_x,left_ankle_y,left_ankle_z,exo_right_knee,exo_left_knee
0.025000001303851604,0,-3299.5107421875,19760.16796875,-11407.916015625,-18417.53125,-22955.29296875,6730.6513671875,-4499.896484375,157.372314453125,32504.25,-20556.986328125,45727.6796875,-65638.4921875,-2769.545166015625,-78.43541717529297,-1083.2811279296875,11742.0625,16945.28125,-6637.341796875,-11124.3330078125,-4360.7744140625,16842.18359375,0.0,0.0,-13132.7353515625,-14290.7724609375,6289.25830078125,-10527.53515625,14448.2001953125,7773.7109375,0.0,0.0,-3696.702880859375,12242.474609375,-14476.818359375,-4633.361328125,8193.1142578125,-3155.80322265625,30175.009765625,7825.66357421875
0.03333333507180214,1,2969.57958984375,9829.171875,-3783.8427734375,-1551.935546875,-17431.60546875,2695.60595703125,1850.18408203125,-23011.974609375,6421.1875,47842.8984375,67195.2265625,268220.46875,208.6767578125,759.8226318359375,-298.34466552734375,4340.11083984375,4188.8916015625,261.30908203125,1373.607421875,-5859.45166015625,7579.6748046875,0.0,0.0,-5264.25390625,-12164.43359375,-6997.97900390625,25390.375,37634.83203125,-32206.837890625,0.0,0.0,-2408.23046875,1261.806640625,-2195.927734375,-1446.080322265625,2239.7705078125,-532.03125,-188.890625,17989.76171875
0.041666668839752674,2,6776.658203125,-8483.9892578125,2292.06982421875,23232.001953125,-12290.0712890625,-1376.9664306640625,28121.55078125,-28112.765625,-17200.765625,-30543.2578125,-36716.3359375,-79766.6953125,2733.44091796875,714.177734375,-85.141357421875,-19834.40625,-25140.6015625,2968.2099609375,15796.0029296875,6826.8681640625,-18997.953125,0.0,0.0,4355.224609375,14777.71875,-12697.037109375,-43039.40234375,57154.30859375,29052.58203125,0.0,0.0,3503.418701171875,-7135.85546875,4395.1982421875,1223.3558349609375,1062.3583984375,4231.1845703125,-23496.296875,9203.63671875
0.05000000260770321,3,-5135.779296875,-1678.2314453125,2079.809326171875,4112.8720703125,-1505.599609375,711.0048828125,2378.1025390625,2835.08984375,6283.94921875,-42196.68359375,-95859.4453125,-50677.01171875,15.235321044921875,-141.45269775390625,134.579345703125,-2092.470703125,-1290.1650390625,-2097.55419921875,-1004.7177734375,683.865234375,-1820.427001953125,0.0,0.0,-3212.62890625,17797.60546875,7209.7998046875,-34484.50390625,30345.609375,-9893.5712890625,0.0,0.0,-1230.01513671875,346.908203125,-488.6689453125,-2304.02294921875,491.3056640625,923.0032958984375,-10557.5654296875,22331.94921875
0.058333336375653744,4,7823.7333984375,-30739.1171875,8934.8662109375,3060.88525390625,5900.26171875,-4696.9091796875,2039.724609375,-14388.02734375,-7880.1015625,-62378.9375,63443.39453125,-69495.890625,802.9959716796875,226.2835693359375,930.7402954101562,950.171875,-174.3740234375,-11379.03515625,722.5361328125,436.384765625,-4217.333984375,0.0,0.0,-9262.5869140625,-11595.236328125,10405.5166015625,-2394.226318359375,13849.37109375,-2265.4453125,0.0,0.0,-1531.7679443359375,-7745.53125,2626.83154296875,-1128.6602783203125,-4546.88720703125,1102.215576171875,3128.796630859375,9055.8935546875
0.06666667014360428,5,2109.759765625,-4050.640625,1379.9482421875,389.974609375,2578.0693359375,-417.0234375,6181.4990234375,-5320.271484375,-1123.746826171875,-90894.9375,79127.3515625,-40575.171875,-5.87548828125,-228.1259765625,-14.947044372558594,1598.9013671875,-1692.7216796875,-3454.0439453125,-1518.01611328125,1151.5126953125,-3486.331298828125,0.0,0.0,-6127.61328125,-10312.533203125,4517.17431640625,-5297.8720703125,10403.998046875,-4239.7333984375,0.0,0.0,100.022705078125,-229.4072265625,-239.732177734375,-790.5968017578125,398.02392578125,488.802978515625,1669.06591796875,6525.8798828125
0.07500000391155481,6,-1078.3203125,6423.7861328125,9708.453125,-3224.168212890625,6921.9326171875,3342.47509765625,9613.3701171875,-3810.275390625,-5794.69189453125,-78491.6328125,54932.765625,-14650.919921875,392.9534912109375,-855.5255126953125,347.6943054199219,11052.1455078125,-3002.1689453125,-6889.3095703125,-4243.3984375,-6361.6611328125,3600.690185546875,0.0,0.0,-1606.058349609375,-8927.0634765625,-2517.0390625,-8818.23828125,15112.8955078125,-11911.1787109375,0.0,0.0,-1165.3773193359375,-2762.780029296875,3340.6572265625,-659.3052978515625,-2601.30078125,1676.44970703125,6407.833984375,12173.548828125
0.08333333767950535,7,-624.3759765625,-2751.9443359375,2483.9248046875,237.34765625,1898.197021484375,-424.9462890625,9859.3525390625,-5708.07421875,-2110.0,-66021.03125,34372.9609375,-10111.78515625,-49.4671630859375,-146.51654052734375,100.8486328125,4963.603515625,-2542.9228515625,-1645.9599609375,1004.1552734375,154.7081298828125,-1244.056396484375,0.0,0.0,-1952.495361328125,-7122.5478515625,-2969.67578125,-11842.7265625,18681.021484375,-5161.81689453125,0.0,0.0,402.2984619140625,-380.70849609375,-97.7279052734375,-30.363235473632812,378.0908203125,207.15380859375,2310.59619140625,2072.81640625
0.09166667144745588,8,-13894.0078125,9808.185546875,5007.05078125,-1717.2449951171875,4031.35107421875,5459.7646484375,8712.3173828125,4551.140625,-923.43896484375,-56865.453125,46467.953125,31797.6640625,325.6300048828125,-606.9585571289062,40.79792785644531,3569.87939453125,172.255859375,1468.6044921875,538.8326416015625,-2521.4677734375,6455.6005859375,0.0,0.0,1562.26220703125,-5849.3984375,-15639.8369140625,-18697.6875,21251.65625,-23673.73046875,0.0,0.0,-1010.915771484375,2830.595703125,3478.173828125,426.0525207519531,-2164.79931640625,820.433349609375,1720.0087890625,1422.376953125
0.10000000521540642,9,-4978.5341796875,-2823.194091796875,1437.7294921875,579.3245239257812,1471.034423828125,99.364501953125,8210.11328125,-2565.9521484375,887.900390625,-43184.7421875,24885.078125,21879.9609375,-52.60400390625,-86.45806884765625,150.2987060546875,3208.66943359375,-1318.51904296875,-913.3447265625,3585.458251953125,-1154.63232421875,-116.2958984375,0.0,0.0,1803.8516845703125,-2985.43505859375,-10406.896484375,-17437.482421875,25590.53125,-15929.068359375,0.0,0.0,-25.49462890625,-60.035400390625,13.9619140625,497.8665771484375,203.21978759765625,176.508056640625,2701.9580078125,-3273.712890625
0.10833333898335695,10,-10360.0205078125,2038.3853759765625,3293.052734375,-1099.9093017578125,1299.47607421875,3415.67578125,6561.82958984375,9888.814453125,6030.88720703125,-27299.11328125,31606.427734375,24669.0703125,-91.0670166015625,-476.9646911621094,-85.98413848876953,1018.355224609375,4122.20068359375,4895.53271484375,2043.96484375,-2213.4580078125,6951.0546875,0.0,0.0,4247.10693359375,-335.4716796875,-14348.6884765625,-18953.986328125,23813.400390625,-23561.6796875,0.0,0.0,67.1766357421875,2224.658203125,1422.988037109375,486.175048828125,-1637.7950439453125,-380.695556640625,-749.19921875,-4182.232421875
0.11666667275130749,11,-6215.06298828125,-4307.3291015625,826.998046875,-426.8619384765625,1493.4332275390625,443.02783203125,4491.0849609375,233.005615234375,4661.962890625,-6172.32080078125,21149.689453125,-18461.623046875,-30.369140625,-116.39373779296875,120.1146469116211,1123.946044921875,-59.210357666015625,-1327.2720947265625,4834.5,-2894.351806640625,1425.8447265625,0.0,0.0,2888.45556640625,-4976.3642578125,-5640.48388671875,-13309.65625,22328.6015625,-11492.5654296875,0.0,0.0,-134.80780029296875,-42.27365493774414,103.16015625,629.7904052734375,-144.2755126953125,-36.698486328125,2110.777099609375,-4707.40234375
0.12500000651925802,12,-4197.2626953125,1994.36181640625,-67.1875,-505.00982666015625,3576.47216796875,767.11181640625,2184.070556640625,5016.25634765625,5998.0009765625,-7265.1904296875,30144.130859375,-22513.8203125,-94.6898193359375,56.73382568359375,-211.64463806152344,5572.9404296875,3800.345703125,480.03533935546875,6146.111328125,-4340.248046875,2484.7666015625,0.0,0.0,4075.64794921875,-6340.8095703125,-3170.85546875,-10452.001953125,17720.17578125,-9693.701171875,0.0,0.0,-748.8682861328125,-2025.925537109375,-1764.2265625,328.11383056640625,-864.3963623046875,-1067.1492919921875,1578.195556640625,-7291.50390625
0.13333334028720856,13,-5165.5087890625,-1515.5625,1878.10546875,-1306.631591796875,58.6962890625,-393.20361328125,999.83984375,-2315.37353515625,4516.91064453125,-4035.35888671875,24045.02734375,-26935.32421875,38.4923095703125,-14.447509765625,96.01126098632812,1644.892578125,-495.243896484375,-149.90277099609375,4927.896484375,-4726.0859375,606.5625,0.0,0.0,3264.382568359375,-8076.50634765625,-1838.0458984375,-8007.732421875,14516.75390625,-7918.9169921875,0.0,0.0,261.0313720703125,-242.65869140625,-41.993408203125,622.3604125976562,-38.441650390625,-69.781982421875,1486.4169921875,-4980.3701171875
0.1416666740551591,14,-9960.54296875,-1429.9130859375,-5589.64208984375,-1125.22021484375,-1870.245361328125,457.7509765625,780.2529296875,1141.77685546875,7377.88134765625,-7540.50146484375,24369.20703125,-31781.685546875,51.374267578125,-40.9034423828125,-293.0083312988281,-3093.170166015625,2620.182373046875,3721.16064453125,7395.623046875,-4773.3076171875,-926.9462890625,0.0,0.0,4910.70703125,-7641.1318359375,3538.6474609375,-4465.06591796875,12176.318359375,-6174.048828125,0.0,0.0,27.623779296875,-2571.579345703125,-1471.44384765625,978.2982177734375,-1251.57568359375,-1552.35693359375,-767.07861328125,-8900.4296875
0.15000000782310963,15,-5391.4033203125,-1667.7939453125,-993.130859375,-881.61083984375,-1020.4469604492188,1079.133056640625,2241.970458984375,-1790.3828125,3477.4208984375,5486.416015625,23747.681640625,-35130.7265625,100.38092041015625,30.91912841796875,89.01806640625,3.0994873046875,1534.7548828125,-1737.283203125,5090.61572265625,-1924.35009765625,-729.7548828125,0.0,0.0,2249.192138671875,-8445.279296875,1580.28271484375,-3856.0986328125,12077.3212890625,-2766.34814453125,0.0,0.0,467.7518310546875,-120.614501953125,177.93890380859375,643.372314453125,-80.752685546875,-238.9482421875,1227.6053466796875,-6472.8046875
0.15833334159106016,16,-4088.75146484375,-2820.0068359375,-3433.516845703125,43.379638671875,-1905.26708984375,747.84912109375,-681.7962646484375,-886.0498046875,4735.53662109375,3075.234375,11674.892578125,-57114.53125,-79.85345458984375,-185.49560546875,-102.09783935546875,1125.7672119140625,2750.48046875,-1472.91015625,2847.643798828125,-2178.50244140625,-2555.56640625,0.0,0.0,2961.466796875,-9337.927734375,8423.6318359375,1979.970703125,11649.388671875,2652.43017578125,0.0,0.0,647.8392333984375,-1859.013671875,-817.3641357421875,951.4074096679688,-2043.9619140625,-2007.8040771484375,-918.308837890625,-10307.7919921875
0.1666666753590107,17,-3921.484375,-1122.72265625,-70.996826171875,-1274.9920654296875,-473.291259765625,467.99609375,-1662.068603515625,-1870.5087890625,2508.980224609375,7782.2041015625,8453.6572265625,-58352.953125,87.40231323242188,32.9029541015625,19.18682861328125,188.77749633789062,1128.142578125,-1480.38720703125,3886.1884765625,-1791.46435546875,-581.2939453125,0.0,0.0,865.99560546875,-8332.7353515625,5919.1181640625,1981.42919921875,12461.306640625,3052.74169921875,0.0,0.0,663.7454833984375,-242.16259765625,35.006866455078125,876.9965209960938,23.58642578125,-225.3680419921875,588.4722900390625,-7596.4609375
0.17500000912696123,18,-5419.88720703125,-1692.037353515625,-338.8983459472656,555.7825927734375,-2640.177490234375,175.34033203125,-3035.23291015625,1368.54296875,1790.0185546875,10191.1552734375,1169.359375,-69320.6875,-0.004150390625,4.7152099609375,-80.51080322265625,2596.065673828125,3306.84228515625,-790.468505859375,746.420166015625,-3070.827392578125,-3074.772705078125,0.0,0.0,0.069580078125,-7210.63720703125,12735.841796875,4940.3125,12376.037109375,4854.07177734375,0.0,0.0,625.0925903320312,-1164.885009765625,-1124.1915283203125,1009.8955688476562,-1689.41552734375,-1831.722900390625,-2063.709228515625,-12882.4130859375
